,action
8596,3
8597,7
8598,7
8599,7
8600,7
8601,7
8602,7
8603,2
8604,6
8605,2
8606,6
8607,6
8608,7
8609,7
8610,6
8611,2
8612,4
8613,2
8614,3
8615,7
8616,7
8617,7
8618,7
8619,7
8620,7
8621,7
8622,7
8623,7
8624,7
8625,2
8626,2
8627,2
8628,7
8629,7
8630,7
8631,7
8632,2
8633,7
8634,4
8635,4
8636,2
8637,2
8638,2
8639,2
8640,2
8641,2
8642,7
8643,7
8644,7
8645,7
8646,7
8647,7
8648,7
8649,7
8650,7
8651,7
8652,7
8653,7
8654,7
8655,7
8656,7
8657,7
8658,7
8659,7
8660,7
8661,7
8662,7
8663,7
8664,7
8665,7
8666,7
8667,7
8668,6
8669,6
8670,6
8671,6
8672,6
8673,6
8674,7
8675,6
8676,2
8677,7
8678,7
8679,7
8680,7
8681,7
8682,7
8683,7
8684,3
8685,3
8686,7
8687,4
8688,4
8689,4
8690,6
8691,4
8692,7
8693,6
8694,6
8695,7
8696,7
8697,6
8698,6
8699,7
8700,8
8701,8
8702,7
8703,7
8704,6
8705,7
8706,7
8707,6
8708,6
8709,7
8710,7
8711,1
8712,7
8713,7
8714,7
8715,7
8716,7
8717,7
8718,7
8719,7
8720,7
8721,7
8722,7
8723,7
8724,6
8725,8
8726,7
8727,7
8728,7
8729,6
8730,7
8731,7
8732,8
8733,7
8734,3
8735,8
8736,8
8737,7
8738,7
8739,7
8740,7
8741,7
8742,7
8743,7
8744,7
8745,7
8746,7
8747,4
8748,8
8749,8
8750,2
8751,2
8752,2
8753,7
8754,4
8755,3
8756,3
8757,3
8758,7
8759,7
8760,4
8761,7
8762,8
8763,3
8764,3
8765,3
8766,3
8767,3
8768,3
8769,3
8770,3
8771,3
8772,3
8773,3
8774,3
8775,7
8776,3
8777,3
8778,3
8779,3
8780,3
8781,3
8782,3
8783,3
8784,7
8785,7
8786,7
8787,7
8788,7
8789,4
8790,4
8791,4
8792,4
8793,4
8794,4
8795,5
8796,1
8797,1
8798,1
8799,6
8800,6
8801,6
8802,6
8803,7
8804,7
8805,7
8806,7
8807,7
8808,7
8809,7
8810,7
8811,7
8812,7
8813,5
8814,1
8815,2
8816,2
8817,8
8818,8
8819,2
8820,8
8821,8
8822,8
8823,8
8824,0
8825,8
8826,6
8827,6
8828,6
8829,6
8830,6
8831,1
8832,6
8833,6
8834,6
8835,2
8836,2
8837,7
8838,8
8839,8
8840,8
8841,8
8842,8
8843,6
8844,6
8845,1
8846,1
8847,2
8848,2
8849,7
8850,7
8851,7
8852,7
8853,7
8854,7
8855,8
8856,8
8857,8
8858,8
8859,6
8860,6
8861,2
8862,6
8863,4
8864,2
8865,2
8866,7
8867,7
8868,7
8869,7
8870,8
8871,8
8872,8
8873,7
8874,7
8875,7
8876,8
8877,7
8878,7
8879,8
8880,7
8881,7
8882,7
8883,2
8884,2
8885,2
8886,5
8887,5
8888,7
8889,7
8890,7
8891,7
8892,7
8893,7
8894,7
8895,7
8896,7
8897,4
8898,4
8899,4
8900,4
8901,4
8902,4
8903,4
8904,4
8905,4
8906,4
8907,7
8908,7
8909,7
8910,7
8911,2
8912,7
8913,7
8914,7
8915,2
8916,7
8917,7
8918,7
8919,7
8920,3
8921,7
8922,7
8923,7
8924,3
8925,7
8926,7
8927,2
8928,7
8929,7
8930,7
8931,2
8932,7
8933,7
8934,7
8935,7
8936,3
8937,1
8938,6
8939,1
8940,1
8941,6
8942,6
8943,8
8944,3
8945,8
8946,8
8947,3
8948,4
8949,7
8950,6
8951,7
8952,7
8953,7
8954,7
8955,7
8956,7
8957,1
8958,7
8959,1
8960,6
8961,6
8962,6
8963,6
8964,7
8965,6
8966,6
8967,8
8968,8
8969,7
8970,7
8971,7
8972,8
8973,7
8974,2
8975,8
8976,8
8977,8
8978,8
8979,8
8980,8
8981,7
8982,8
8983,8
8984,7
8985,7
8986,7
8987,7
8988,7
8989,7
8990,7
8991,8
8992,7
8993,7
8994,7
8995,7
8996,7
8997,7
8998,7
8999,7
9000,7
9001,7
9002,6
9003,2
9004,8
9005,7
9006,7
9007,7
9008,7
9009,7
9010,7
9011,7
9012,7
9013,7
9014,7
9015,7
9016,2
9017,7
9018,7
9019,7
9020,7
9021,7
9022,7
9023,7
9024,8
9025,7
9026,5
9027,7
9028,7
9029,7
9030,7
9031,7
9032,7
9033,7
9034,7
9035,7
9036,5
9037,5
9038,5
9039,7
9040,7
9041,7
9042,7
9043,7
9044,7
9045,7
9046,7
9047,7
9048,7
9049,7
9050,7
9051,7
9052,7
9053,7
9054,2
9055,2
9056,2
9057,7
9058,5
9059,7
9060,7
9061,2
9062,6
9063,6
9064,2
9065,2
9066,2
9067,5
9068,5
9069,1
9070,5
9071,4
9072,4
9073,6
9074,6
9075,6
9076,6
9077,6
9078,6
9079,6
9080,6
9081,4
9082,6
9083,6
9084,6
9085,4
9086,4
9087,4
9088,4
9089,4
9090,4
9091,4
9092,4
9093,4
9094,4
9095,6
9096,2
9097,2
9098,2
9099,1
9100,3
9101,3
9102,8
9103,8
9104,8
9105,8
9106,8
9107,8
9108,4
9109,2
9110,4
9111,4
9112,4
9113,4
9114,4
9115,4
9116,4
9117,7
9118,7
9119,4
9120,4
9121,4
9122,8
9123,8
9124,3
9125,7
9126,8
9127,4
9128,0
9129,8
9130,8
9131,8
9132,8
9133,8
9134,8
9135,8
9136,8
9137,8
9138,8
9139,8
9140,8
9141,8
9142,8
9143,8
9144,8
9145,8
9146,1
9147,1
9148,1
9149,1
9150,1
9151,1
9152,1
9153,1
9154,2
9155,2
9156,2
9157,2
9158,2
9159,5
9160,2
9161,2
9162,2
9163,5
9164,6
9165,6
9166,2
9167,2
9168,2
9169,2
9170,1
9171,2
9172,2
9173,2
9174,2
9175,2
9176,1
9177,1
9178,1
9179,2
9180,5
9181,5
9182,5
9183,5
9184,5
9185,6
9186,6
9187,6
9188,6
9189,6
9190,6
9191,6
9192,6
9193,6
9194,6
9195,6
9196,6
9197,6
9198,6
9199,6
9200,6
9201,6
9202,6
9203,6
9204,7
9205,7
9206,7
9207,7
9208,7
9209,7
9210,7
9211,7
9212,7
9213,7
9214,7
9215,7
9216,7
9217,7
9218,7
9219,7
9220,7
9221,7
9222,7
9223,7
9224,7
9225,7
9226,7
9227,7
9228,7
9229,7
9230,7
9231,7
9232,7
9233,7
9234,7
9235,7
9236,7
9237,7
9238,7
9239,7
9240,7
9241,7
9242,7
9243,7
9244,7
9245,7
9246,7
9247,7
9248,7
9249,7
9250,7
9251,7
9252,7
9253,7
9254,7
9255,7
9256,7
9257,7
9258,7
9259,7
9260,7
9261,7
9262,7
9263,7
9264,7
9265,7
9266,7
9267,7
9268,7
9269,7
9270,7
9271,7
9272,7
9273,7
9274,7
9275,7
9276,7
9277,7
9278,7
9279,7
9280,7
9281,7
9282,7
9283,7
9284,7
9285,7
9286,7
9287,7
9288,7
9289,7
9290,7
9291,7
9292,7
9293,7
9294,7
9295,7
9296,7
9297,7
9298,7
9299,7
9300,7
9301,7
9302,7
9303,7
9304,7
9305,7
9306,7
9307,7
9308,7
9309,1
9310,7
9311,7
9312,7
9313,7
9314,7
9315,7
9316,7
9317,7
9318,7
9319,7
9320,7
9321,7
9322,4
9323,4
9324,5
9325,7
9326,3
9327,3
9328,3
9329,7
9330,7
9331,7
9332,7
9333,7
9334,7
9335,7
9336,7
9337,7
9338,7
9339,7
9340,7
9341,7
9342,5
9343,5
9344,1
9345,7
9346,7
9347,7
9348,7
9349,5
9350,5
9351,5
9352,5
9353,5
9354,5
9355,7
9356,1
9357,1
9358,1
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,5
9367,1
9368,1
9369,7
9370,5
9371,7
9372,5
9373,5
9374,7
9375,7
9376,7
9377,7
9378,7
9379,7
9380,7
9381,7
9382,7
9383,7
9384,7
9385,7
9386,7
9387,5
9388,5
9389,5
9390,5
9391,5
9392,5
9393,5
9394,5
9395,5
9396,5
9397,5
9398,5
9399,5
9400,5
9401,5
9402,5
9403,5
9404,5
9405,5
9406,5
9407,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,1
9423,1
9424,1
9425,1
9426,1
9427,1
9428,1
9429,1
9430,1
9431,1
9432,1
9433,1
9434,1
9435,1
9436,1
9437,1
9438,1
9439,1
9440,1
9441,1
9442,1
9443,8
9444,8
9445,8
9446,8
9447,8
9448,7
9449,7
9450,7
9451,7
9452,7
9453,7
9454,7
9455,7
9456,5
9457,5
9458,7
9459,7
9460,7
9461,7
9462,7
9463,7
9464,7
9465,7
9466,7
9467,7
9468,7
9469,7
9470,7
9471,7
9472,7
9473,7
9474,7
9475,7
9476,7
9477,7
9478,7
9479,7
9480,7
9481,7
9482,7
9483,7
9484,7
9485,7
9486,7
9487,7
9488,7
9489,7
9490,7
9491,5
9492,5
9493,5
9494,5
9495,5
9496,7
9497,7
9498,7
9499,5
9500,5
9501,5
9502,7
9503,7
9504,7
9505,5
9506,5
9507,5
9508,5
9509,5
9510,5
9511,5
9512,5
9513,5
9514,5
9515,5
9516,5
9517,5
9518,5
9519,5
9520,5
9521,5
9522,5
9523,7
9524,5
9525,5
9526,5
9527,5
9528,5
9529,5
9530,5
9531,5
9532,5
9533,5
9534,5
9535,5
9536,5
9537,5
9538,5
9539,5
9540,5
9541,5
9542,5
9543,5
9544,5
9545,5
9546,5
9547,5
9548,5
9549,5
9550,5
9551,5
9552,5
9553,5
9554,5
9555,5
9556,7
9557,7
9558,5
9559,5
9560,5
9561,7
9562,5
9563,7
9564,7
9565,7
9566,7
9567,7
9568,7
9569,5
9570,5
9571,5
9572,5
9573,5
9574,5
9575,7
9576,5
9577,7
9578,7
9579,7
9580,7
9581,7
9582,7
9583,7
9584,7
9585,7
9586,7
9587,7
9588,7
9589,7
9590,7
9591,7
9592,5
9593,5
9594,5
9595,5
9596,5
9597,2
9598,5
9599,5
9600,5
9601,5
9602,5
9603,5
9604,5
9605,5
9606,5
9607,5
9608,5
9609,5
9610,5
9611,5
9612,5
9613,5
9614,5
9615,5
9616,5
9617,5
9618,5
9619,5
9620,5
9621,5
9622,5
9623,5
9624,5
9625,5
9626,5
9627,5
9628,5
9629,5
9630,5
9631,5
9632,5
9633,5
9634,5
9635,5
9636,5
9637,5
9638,5
9639,5
9640,5
9641,5
9642,5
9643,5
9644,5
9645,5
9646,5
9647,5
9648,5
9649,5
9650,5
9651,5
9652,5
9653,5
9654,5
9655,5
9656,5
9657,5
9658,5
9659,5
9660,5
9661,5
9662,5
9663,5
9664,5
9665,5
9666,5
9667,5
9668,5
9669,5
9670,5
9671,5
9672,5
9673,5
9674,5
9675,5
9676,5
9677,5
9678,5
9679,5
9680,6
9681,6
9682,4
9683,6
9684,5
9685,5
9686,5
9687,5
9688,5
9689,5
9690,5
9691,5
9692,5
9693,5
9694,5
9695,5
9696,5
9697,5
9698,5
9699,5
9700,5
9701,5
9702,5
9703,5
9704,5
9705,5
9706,5
9707,6
9708,2
9709,2
9710,7
9711,3
9712,8
9713,8
9714,8
9715,8
9716,8
9717,2
9718,0
9719,2
9720,7
9721,4
9722,4
9723,7
9724,7
9725,7
9726,7
9727,7
9728,7
9729,7
9730,2
9731,2
9732,2
9733,4
9734,7
9735,4
9736,4
9737,4
9738,4
9739,4
9740,7
9741,7
9742,7
9743,7
9744,2
9745,2
9746,2
9747,7
9748,7
9749,2
9750,2
9751,2
9752,2
9753,2
9754,2
9755,2
9756,2
9757,2
9758,2
9759,2
9760,2
9761,2
9762,2
9763,2
9764,2
9765,2
9766,2
9767,5
9768,5
9769,2
9770,2
9771,6
9772,6
9773,6
9774,6
9775,6
9776,6
9777,6
9778,6
9779,6
9780,6
9781,6
9782,2
9783,2
9784,2
9785,2
9786,2
9787,2
9788,3
9789,3
9790,3
9791,3
9792,3
9793,8
9794,8
9795,8
9796,8
9797,8
9798,1
9799,4
9800,1
9801,8
9802,1
9803,4
9804,8
9805,3
9806,3
9807,3
9808,3
9809,3
9810,3
9811,3
9812,3
9813,8
9814,3
9815,3
9816,8
9817,3
9818,8
9819,8
9820,8
9821,8
9822,8
9823,8
9824,4
9825,2
9826,2
9827,4
9828,4
9829,2
9830,4
9831,4
9832,8
9833,8
9834,8
9835,8
9836,8
9837,8
9838,8
9839,8
9840,8
9841,8
9842,8
9843,8
9844,8
9845,8
9846,8
9847,8
9848,8
9849,8
9850,8
9851,8
9852,1
9853,8
9854,8
9855,8
9856,8
9857,8
9858,8
9859,8
9860,8
9861,8
9862,8
9863,8
9864,8
9865,8
9866,8
9867,8
9868,8
9869,8
9870,1
9871,1
9872,1
9873,1
9874,1
9875,1
9876,1
9877,1
9878,1
9879,2
9880,2
9881,2
9882,1
9883,2
9884,2
9885,2
9886,2
9887,2
9888,1
9889,1
9890,1
9891,1
9892,1
9893,1
9894,1
9895,1
9896,1
9897,1
9898,1
9899,1
9900,1
9901,1
9902,1
9903,1
9904,1
9905,1
9906,1
9907,1
9908,1
9909,1
9910,1
9911,1
9912,6
9913,6
9914,6
9915,6
9916,6
9917,6
9918,6
9919,6
9920,6
9921,6
9922,6
9923,6
9924,6
9925,6
9926,8
9927,2
9928,6
9929,6
9930,6
9931,6
9932,2
9933,5
9934,2
9935,2
9936,2
9937,2
9938,2
9939,2
9940,2
9941,7
9942,7
9943,7
9944,7
9945,7
9946,7
9947,2
9948,2
9949,7
9950,2
9951,2
9952,4
9953,4
9954,4
9955,4
9956,4
9957,2
9958,2
9959,2
9960,2
9961,2
9962,2
9963,2
9964,2
9965,2
9966,2
9967,2
9968,1
9969,1
9970,1
9971,2
9972,2
9973,2
9974,7
9975,2
9976,2
9977,2
9978,2
9979,2
9980,2
9981,2
9982,2
9983,2
9984,2
9985,2
9986,2
9987,2
9988,2
9989,2
9990,2
9991,2
9992,2
9993,2
9994,2
9995,1
