,id,lastpage,seed,age,gender,gender[other],colorVision,experiencePacman,experienceAI,experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],randVideoSeed,randnumber,retrospectionClicks2,Intention2,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],RetrospectionConf2[predictConf1],RetrospectionExpl2,retrospectionClicks3,Intention3,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],RetrospectionConf3[predictConf1],RetrospectionExpl3,retrospectionClicks1,Intention1,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],RetrospectionConf1[predictConf1],RetrospectionExpl1,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],explSatisfaction1[5],explSatisfaction1[6],comment1,videoClicks2A,videoClicks2B,trustBool2,trustConfidence2[confidence1],trustExpl2,videoClicks3A,videoClicks3B,trustBool3,trustConfidence3[confidence1],trustExpl3,videoClicks1A,videoClicks1B,trustBool1,trustConfidence1[confidence1],trustExpl1,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],explSatisfaction2[5],explSatisfaction2[6],comment2,bonus,code,interviewtime,demographicsTime,retro2Time,retro3Time,retro1Time,trust2Time,trust3Time,trust1Time,retrospection1Points,retrospection1Goal,retrospection2Points,retrospection2Goal,retrospection3Points,retrospection3Goal,trust1correct,trust2correct,trust3correct
77,175,17,207578679,3.0,1.0,,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0,5.0,9,3,1.0,The strategy of this was looked to be collect and stay alive.,1.0,1.0,0.0,1.0,0.0,0.0,4.0,"They looked like they were trying to get pellets, but also trying to avoid the ghosts at all cost.",1.0,It looked like they knew where they were heading and was even trying to get ghosts as well.,1.0,0.0,1.0,0.0,1.0,0.0,4.0,"This video looked more like someone trying to play pac-man, eating pellets and going for ghost kills.",1.0,I think it doesn't really know what it's doing. It's just kinda sitting there at time and at other times it's running away from the ghosts.,1.0,1.0,0.0,1.0,0.0,0.0,4.0,It didn't really look like they cared about anything other than basic stuff.,3.0,3.0,4.0,,3.0,5.0,"Nope, not at all.",1.0,1.0,1.0,7.0,"Agent B was Agent A last time, a complete failure. Agent A was running from ghosts too much, but was playing the game at least.",1.0,1.0,1.0,6.0,"Player A went for pellets, ghost kills and clearing the board. Player B wasn't as clean about it though and did less.",1.0,1.0,2.0,7.0,"Agent A was the worst that I saw, didn't know what they were doing and just sat there. Agent B was trying to play and win at the game.",4.0,4.0,4.0,,4.0,4.0,"Nope, not for here either.",40.0,177ca2281,814.1,51.77,85.55,77.48,95.76,76.03,60.72,74.45,-1.0,0.0,0.0,0.0,1.5,0.0,1,1,1
79,177,17,1846741617,3.0,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,7,1,1.0,pacman eats a ghost 2 times in the same spot.,1.0,0.0,1.0,0.0,1.0,0.0,6.0,because they all happened in the scene,1.0,"stuck in the corner or on the wall 2 times, then eating a ghost, then rounding a corner. so a strategy of how to be stuck",1.0,0.0,1.0,1.0,0.0,0.0,3.0,"im not really sure if thats right, but pacman did eat a  ghost in the clip.",2.0,"eating a power pill then being stuck, then  not doing anything with it.",1.0,0.0,0.0,1.0,0.0,0.0,4.0,because im not sure if there are better choices or not.,2.0,3.0,3.0,3.0,,,,1.0,1.0,2.0,6.0,because in one of the clips most of the pills are gone for player b.,1.0,1.0,2.0,7.0,player A gets stuck atleast once.,1.0,1.0,2.0,4.0,because in one of the clips most of the pills are gone for player b(again yes),4.0,4.0,3.0,4.0,,,,30.0,245ea2281,510.24,32.03,52.34,99.97,87.6,42.18,26.9,29.99,0.0,0.0,1.5,1.0,1.5,1.0,1,0,0
80,178,17,1131549883,5.0,2.0,,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,work on MTurk,3.0,8,2,7.0,The strategy of the AI agent is about eating power pills and the ghosts turning blue.,1.0,0.0,1.0,0.0,1.0,0.0,5.0,The ghosts were their correct color and the video was mostly about pac man eating the power pills and the ghost's turning blue for him to eat.,6.0,The strategy of the AI agent shown here is about each direction pac man can move.,1.0,0.0,0.0,0.0,0.0,0.0,5.0,I noticed some of the ghosts were different colors at the same time so I don't think it's about the ghosts. Pac man was moving back and forth in the beginning of the video and then up and down and to the right and left.,8.0,This strategy is about the ghost that was eaten by pac man. It was to make sure the ghost goes back to the ghost box.,1.0,0.0,1.0,0.0,1.0,0.0,5.0,I noticed the eyes go back to the ghost box.,4.0,4.0,1.0,4.0,,,"I love the game pac man, thank you!",2.0,2.0,1.0,4.0,Agent A ate more ghosts. Agent B was eating the power pills with no ghosts around.,1.0,1.0,2.0,4.0,Agent B focused on the ghosts more than Agent A.,2.0,1.0,2.0,4.0,Agent B ate ghosts. Agent A was eating the power pills when ghost weren't nearby.,4.0,4.0,1.0,4.0,,,none,30.0,132ba2283,2247.32,151.43,243.41,609.4,256.04,219.29,81.79,104.58,1.0,1.0,1.5,1.0,1.0,0.0,1,1,0
81,179,17,1522973322,3.0,1.0,,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3.0,9,2,1.0,Appears to be going for the power pills to eat the ghosts,0.0,0.0,1.0,0.0,1.0,0.0,7.0,Based on the snippets  in such a short video it appears that the agent was going for power pills to eat the ghosts.,1.0,Same as the one before and focusing on power bills and eating the blue ghosts,1.0,0.0,1.0,0.0,1.0,0.0,7.0,Same as before the video shows the agent trying to eat blue ghosts,1.0,It's only eating regular and power pills,1.0,1.0,1.0,0.0,0.0,0.0,7.0,Because that's whats shown to me in the video,5.0,5.0,5.0,5.0,,,,2.0,1.0,1.0,7.0,A appears to be focused on getting the power pills and eating the blue ghosts,1.0,1.0,1.0,7.0,Agent B appears to be confused in one part of the video,1.0,1.0,1.0,7.0,Video shows agent B not moving around to get the most points,5.0,5.0,4.0,5.0,,,,40.0,228fa2281,855.15,318.53,91.64,116.1,48.86,27.51,59.97,27.31,1.0,1.0,0.5,1.0,1.5,0.0,0,1,1
83,181,17,637219723,6.0,1.0,,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0,5.0,7,2,1.0,Eat the power pills and then the blue ghosts.,0.0,0.0,1.0,0.0,1.0,0.0,7.0,It ate the power pills then went after the blue ghosts.,1.0,To eat the regular size pills.,0.0,1.0,0.0,1.0,0.0,0.0,7.0,"It wanted to eat as many regular pills as possible, but also ate some blue ghosts.",1.0,To eat the power pills.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,Because the agent ate three of the four power pills.,5.0,4.0,3.0,4.0,,,no,1.0,1.0,1.0,7.0,"B ate the power pills when the ghosts were not close, or even when they were already blue. Poor strategy.",1.0,1.0,1.0,4.0,"Neither one seemed to be in a hurry to get the blue ghosts, but A did seem a bit more proactive about it.",1.0,1.0,2.0,7.0,"B got more ghosts, which means more points.",3.0,3.0,3.0,5.0,,,no,60.0,97aa2281,712.83,44.52,57.59,52.86,63.19,62.76,79.05,58.61,1.0,1.0,0.5,1.0,0.5,1.0,1,1,1
84,182,17,1590186338,5.0,1.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5.0,7,3,1.0,its goods,0.0,1.0,1.0,1.0,0.0,0.0,6.0,i like,1.0,its good and improve my skills,1.0,1.0,1.0,0.0,0.0,0.0,6.0,its very super game in the survey,1.0,i liked in the survey,0.0,0.0,0.0,1.0,1.0,1.0,6.0,its very use in fun,4.0,5.0,4.0,,4.0,5.0,i like,1.0,1.0,2.0,6.0,i like,1.0,2.0,1.0,6.0,like,1.0,1.0,1.0,6.0,i liked,4.0,5.0,5.0,,4.0,4.0,i like,10.0,178fa2283,2623.12,70.25,106.78,196.0,131.02,277.91,155.67,130.87,-3.0,0.0,-1.5,0.0,0.0,0.0,0,0,1
85,183,17,734667562,3.0,2.0,,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,5,3,2.0,The AI agent's strategy was to eat the power pills to turn the ghosts blue and then eat the ghosts quickly. Buying the AI agent more time to eat the other pills.,0.0,0.0,1.0,0.0,1.0,0.0,5.0,I came to my selection because the the power pills and the blue ghosts seemed to be the key to the AI agents strategy while moving Pacman around the labyrinth.,3.0,The AI agent ate the power pills and tried to eat as much ghosts as possible while collecting pills when convenient.,0.0,1.0,1.0,0.0,1.0,0.0,5.0,"The objects selected were the main components of the AI's strategy. The power pills seemed to be of most interest to the AI agent that way the ghosts could be eaten quickly for more points, then the pills were eaten when it was convenient. ",1.0,"The AI agent seemed to avoid the ghosts. However, the AI agent did eat a ghost if it was in the way. ",1.0,0.0,0.0,0.0,0.0,0.0,2.0,The AI agent seemed more concerned with controlling Pacman's movements that having Pacman eat as much pills as possible. Even when there were no ghosts in a section the AI Agent did not move Pacman toward the pills.,3.0,1.0,1.0,,4.0,2.0,I do not believe that the green highlighting was useful or relevant.,1.0,2.0,1.0,7.0,Player B seemed to be confused or not able to determine what moves to make.,1.0,1.0,2.0,6.0,I like that player B was able to eat the ghost successively.,2.0,1.0,2.0,6.0,I feel like player B was moving Pacman with purpose around the labyrinth and player A did not seem to be interested in achieving any of the game's goals.,4.0,3.0,1.0,,4.0,2.0,No,20.0,204ba2283,2576.48,59.07,280.7,364.5,267.04,98.38,153.23,846.25,1.0,0.0,0.5,1.0,0.0,0.0,1,1,0
86,184,17,367149909,3.0,2.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,1,3,2.0,The Pacman Agent was staying well away from the ghosts. It also seemed to be heading toward the PowerPills. It was eating plenty of normal Pills as well. ,1.0,1.0,1.0,0.0,0.0,0.0,7.0,I came to this conclusion based on what i saw in the video. ,1.0,I didn't really see a strategy here. At times the agent was moving back and forth as if it did not have control of the Pacman. The only smart movie I saw it make was eating that Powerpill and heading away from the ghost as it was nearing Pacman. ,1.0,0.0,1.0,0.0,0.0,0.0,7.0,I came to this conclusion based on the video. ,2.0,It looks as though Pacman has eaten a Powerpill and is now able to eat the ghost granting him more points. ,1.0,1.0,0.0,0.0,1.0,0.0,7.0,I saw that the ghosts had turned Blue and that Pacman was now able to eat them. ,4.0,4.0,2.0,,5.0,4.0,Not at this time.,1.0,1.0,2.0,7.0,Player B ate more Power Pills and Ghosts. Player A almost got eaten by a ghost. ,2.0,1.0,2.0,7.0,Agent B ate 2 PowerPills and stayed well away from the ghosts. Agent A looked as if it did not know what it was doing. ,1.0,1.0,1.0,7.0,Player A ate PowerPills and Ghosts. It was definitely the better player. ,5.0,5.0,1.0,,5.0,4.0,Not at this time. ,10.0,178fa2283,1262.6,67.97,221.8,183.92,127.82,71.55,128.62,77.95,-1.0,0.0,0.0,0.0,0.5,0.0,0,0,0
87,185,17,681384786,6.0,2.0,,0.0,4.0,0.0,,,,,,,4.0,7,4,1.0,"For half of the videos, the AI was content to merely collect pills and not be aggressive. In the other half of the time, the AI targeted the ghosts when they were blue to gain additional points.",0.0,1.0,1.0,0.0,1.0,0.0,6.0,"The AI's focused partly on collecting pills, but also attacking the ghosts when they had the chance.",1.0,The AI focused on collecting Power Pills and then attacking the ghosts when they were blue.,0.0,0.0,1.0,0.0,1.0,0.0,6.0,I watched the actions of the AI's performance and their strategy to eat as many ghosts as possible during each video.,1.0,The AI focused on eating collecting power pills along with regular ones. The AI did not challenge the ghosts even when given an opportunity after a power pill.,0.0,1.0,1.0,0.0,0.0,0.0,7.0,The AI focused on collecting pills and power pills and avoiding the ghosts. I watched the videos closely to form this opinion.,5.0,4.0,3.0,,5.0,4.0,,1.0,1.0,1.0,7.0,Player A was more aggressive in eating the ghosts and gaining a higher point advantage than the other player. Player B was more content to stay away from the ghosts and collect pills and power pills.,1.0,1.0,1.0,5.0,"Player A was a little more effective in collecting point from eating ghosts. Player B made a good effort at getting as many points as possible, but sometimes was not very aggressive.",1.0,1.0,2.0,6.0,Player B was more aggressive in eating ghosts and gaining more points than Player A. Player A was content to simply stay away from the ghosts and collect pills.,5.0,4.0,3.0,,5.0,5.0,,30.0,34fa2283,1133.36,46.37,157.78,110.72,163.01,125.38,106.91,103.51,0.0,1.0,0.0,1.0,0.5,0.0,1,1,1
88,186,17,586314234,4.0,1.0,,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0,5.0,7,1,5.0,eating ghosts and chasing power pills. also gobbling up the normal pills vertically.,1.0,1.0,1.0,1.0,0.0,0.0,5.0,he was chasing down the power pills and eatable ghosts. gobbling up normal pills as well.,1.0,seems as if he is just eating normal pills here.,1.0,1.0,0.0,0.0,0.0,0.0,6.0,same. he seems to just be going after normal pills here.,3.0,"I didn't see much strategy. He sat not moving and was eaten, then ran from the ghosts and then went thru the left portal ...I suppose this was the strategy?",1.0,0.0,0.0,1.0,0.0,0.0,5.0,The AI seemed to run from the ghosts. I did not see a lot of strategy.,2.0,3.0,2.0,4.0,,,would need to study the player behaviour longer to really determine intent.  good study.,1.0,1.0,1.0,7.0,much more mobile in the game. chasing down power pills and eatable ghosts.,1.0,1.0,2.0,6.0,same as before. more mobile and active in chasing down eatable ghosts and power pills.,1.0,1.0,2.0,2.0,they both have big weaknesses...just frozen a bit.  these are similar players in my opinion.,3.0,3.0,4.0,4.0,,,this is fun.,20.0,75ea2283,1298.07,49.08,232.18,118.37,261.79,96.22,71.47,83.03,0.0,0.0,0.0,0.0,0.5,0.0,1,1,0
89,187,17,732458090,4.0,2.0,,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4.0,4,3,2.0,"While the goal in a few of the videos was to get the normal pills, the heat map stayed on Pacman the whole time and didn't really encourage it to go towards anything special.",1.0,1.0,0.0,0.0,0.0,0.0,7.0,I rewatched the video a couple of times and there were more instances of the AI going towards an empty area or the wall than there were of him going towards pills.,2.0,"Most of these were totally different, the AI mostly just moved and didn't have a focus.",1.0,0.0,0.0,0.0,0.0,0.0,6.0,"There wasn't any real focus, it was just to move",2.0,"This AI moved towards more power pills and regular pills, he would occasionally grab a blue ghost but not effectively",0.0,1.0,1.0,0.0,1.0,0.0,7.0,"There was better focus in this game, he moved towards the good and away from the bad and only got sidetracked twice.",4.0,4.0,5.0,,5.0,2.0,"The green in the videos wasn't that helpful, it was sometimes scattered across the board and other times it was only on pacman, didn't encourage him to move in one way or another.",2.0,1.0,2.0,7.0,"There was purpose to what Pacman was moving towards, he didn't get sidetracked as often and went towards better points when applicable",1.0,1.0,1.0,4.0,They both had some really bad moves!,1.0,1.0,1.0,7.0,This AI was effective and would rack up decent points,4.0,4.0,5.0,,5.0,2.0,nothing extra to add,20.0,73da2284,1554.03,68.61,232.86,346.55,133.85,118.1,69.67,52.72,-1.0,1.0,0.5,0.0,1.0,0.0,0,0,1
90,188,17,1984219625,4.0,2.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,5.0,4,4,1.0,I think this AI agent was focused on making the ghosts blue so they could be eaten.,0.0,0.0,1.0,0.0,1.0,0.0,7.0,The areas around power pills and ghosts were highlighted.,2.0,This AI agent seemed to be focused on just Pacman and clearing everything in an area.,1.0,0.0,0.0,0.0,0.0,0.0,5.0,Pacman was the only thing that seemed to be of interest to this AI agent.,1.0,This AI agent focused on the power pills.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,"Only the power pills or the area around them were lit with green, so I'm confident this was the most relevant thing for the AI. ",4.0,5.0,2.0,,5.0,5.0,,1.0,1.0,1.0,7.0,Agent A is focused on obtaining the most points.,1.0,1.0,2.0,7.0,Player B is focused on clearing the entire board I think.,2.0,1.0,1.0,4.0,"Player A seems to be more interested in power pills, thus player A should get more points.",4.0,4.0,1.0,,5.0,5.0,,10.0,123ca2287,1805.61,172.35,163.9,268.11,218.12,138.26,128.66,138.92,1.0,1.0,0.5,1.0,1.0,0.0,0,1,0
91,240,17,250742246,3.0,2.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,4,1,1.0,trying to avoid being got by the ghosts ,1.0,1.0,0.0,0.0,0.0,0.0,4.0,I guessed based off what I observed. The AI seemed focused on just getting the normal pills and avoiding the ghosts,1.0,I can't figure out the strategy here,1.0,0.0,0.0,0.0,0.0,0.0,1.0,I'm not sure I didn't see any particular strategy ,1.0,I really don't know I don't see any kind of strategy. It seems like its just trying to stay away from the ghosts but not really doing much else. ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,I just went on what I observed.,1.0,1.0,5.0,1.0,,,,1.0,1.0,2.0,5.0,A got eaten whereas B did not,1.0,1.0,2.0,4.0,B seemed to be more focused on the goal where A seemed to have more trouble.,1.0,1.0,2.0,1.0,I think both seemed bad so I went with what I observed to be the better of the two,1.0,1.0,5.0,1.0,,,,20.0,248ea22d8,854.06,25.08,93.53,56.25,78.72,55.63,54.81,71.86,1.0,0.0,0.5,0.0,1.0,0.0,1,0,0
92,241,17,94744373,3.0,2.0,,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0,4.0,4,1,2.0,This AI agent seems to know to eat power pellets and go after ghosts.,1.0,0.0,1.0,1.0,0.0,0.0,5.0,"There were instances where power pellets are missing in certain clips of the video and ghosts are replaced with flickering eyes/blue ghosts, and it happens among all four clips.",3.0,"Initially, the AI agent tried to eat ghosts,  but on the second clip, it got close to one and then reversed back. However, in the next two clips, it went back to trying to eat ghosts again, yet in the final clip, it had acquired the power pellet and it was safe to eat them this time.",1.0,0.0,0.0,1.0,0.0,0.0,5.0,The repeated actions of trying to eat ghosts seems most logical.,2.0,"This AI agent also prioritizes eating just power pills, not so much the ghosts afterwards.",1.0,0.0,1.0,0.0,0.0,0.0,6.0,"He doesn't seem to target ghosts, and the normal pills and cherries are left on the field as often as possible",4.0,4.0,2.0,4.0,,,This was surprisingly fun and now I want to go replay Pacman!,2.0,1.0,1.0,7.0,This one seeks out ghost to eat after getting power pills and doesn't just stop moving,3.0,2.0,2.0,6.0,"This one is able to get power pills and also seeks out ghosts to eat, as well.",1.0,2.0,2.0,7.0,"He actually  makes an attempt to get regular pills, not just power pills",5.0,5.0,1.0,5.0,,,,50.0,41ba22d8,877.39,71.1,190.99,162.61,125.56,48.56,42.32,77.07,2.0,1.0,0.0,0.0,2.0,1.0,1,1,0
93,242,17,2055234162,4.0,2.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,5,2,2.0,The strategy appears to be for Pacman to eat power pills as quickly as possible.,0.0,0.0,1.0,0.0,1.0,0.0,6.0,"Based on the video clips, the agent chose to go after the power pills right away and then chase down and eat the ghosts.",2.0,The strategy here seems more chaotic. I believe the strategy is simply to not get eaten by the ghosts.,1.0,0.0,0.0,0.0,1.0,0.0,3.0,"Based on the movements, the AI was simply trying to avoid the ghosts unless they were blue. It didn't appear to be going after anything in particular.",2.0,"Again, the AI seems to be going after the power pills first; but this time turns around right afterward, away from normal pills.",0.0,0.0,1.0,0.0,0.0,0.0,7.0,Pacman is seen only chasing down power pills and then going back away from normal pills.,4.0,3.0,4.0,4.0,,,No additional comments.,2.0,2.0,1.0,7.0,"Player A seems to be going after the power pills, trying to get the higher point items first.",2.0,2.0,2.0,6.0,"Player B seems more ""confident"" in their movements and had more of the board cleared. Also, it seemed to be more aggressive in its approach. ",2.0,2.0,1.0,5.0,Player A seems to be more certain because in its movements like it has learned the game more than Player B.,4.0,4.0,3.0,4.0,,,None,30.0,148ba22d9,1750.92,92.54,185.78,286.91,243.06,251.94,188.28,209.14,1.0,1.0,0.5,1.0,2.0,0.0,0,1,0
94,243,17,217310984,3.0,2.0,,0.0,4.0,0.0,,,,,,,4.0,8,1,3.0,AI is going around eating the normal pills avoiding the ghost any chance he/she gets,1.0,1.0,0.0,1.0,0.0,0.0,7.0,"Well pac-man is eating the normal pills every chance he gets, and every time he sees a ghost he turns around and goes into the opposite direction ",6.0,"The AI agent keep going in different areas but seem to be going after the ghost even if they were not light up, also i noticed the AI was having trouble getting the hang of this game since it keep going in areas that have already been cleared.",1.0,0.0,1.0,1.0,0.0,0.0,6.0,"well pac-man is the most important one sicne its your guy that you use, then i seen it eat power pills several times and well the ghosts are really important to this game also",1.0,Ai agent seem to be a little confused or getting stuck since i seen it get stuck going back an forth in the same area a couple of times. But he was eating the pills ,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Pac-man was eating the normal pills and also got some power pills but a ghost did eat him since he got stuck in a corner it seemed like,5.0,4.0,1.0,5.0,,,I find it very intrestsing that an AI agent can play better then some people,1.0,1.0,1.0,7.0,"Well A AI agent seems to be more open, knows the game really well when to turn, when to collect the ghost when to run away from the ghost. While B AI agent tends to get confused, also it stops so in a corner like it does no know how to turn really well so it gets eaten more",1.0,1.0,2.0,7.0,Well first off it was a hard choice since they both can play better then me but b seems to know the game more quite well and knows when to turn away from the ghost. Their both equally good in my opinion ,1.0,1.0,2.0,6.0,I prefer B AI since it does not get stuck in corners from what i see and also its not as confused as A AI,5.0,4.0,3.0,5.0,,,none,40.0,190ba22d9,1455.09,57.16,130.41,282.47,157.39,134.18,133.29,94.08,0.0,0.0,0.0,0.0,1.5,1.0,1,1,0
95,244,17,1904049906,4.0,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,10,2,1.0,Get power pills so it can eat ghosts,1.0,0.0,1.0,0.0,1.0,0.0,6.0,It seeks power pills and then blue ghosts,2.0,Hunt blue ghosts,1.0,0.0,0.0,0.0,1.0,0.0,6.0,It approached blue ghosts to eat them,1.0,Turn around after getting a power pill,1.0,0.0,1.0,0.0,1.0,0.0,6.0,Those are the three objects involved in power pills,4.0,3.0,4.0,4.0,,,n,2.0,1.0,1.0,5.0,"B just turns around after getting a power pill, A focuses on clearing pills more",1.0,2.0,2.0,5.0,Less pointless wobbling and stray pills left behind,2.0,1.0,1.0,5.0,A seems to do a better job of clearing the board of pills,4.0,3.0,3.0,4.0,,,n,20.0,227ba22d8,535.04,41.26,64.52,78.12,56.08,43.16,56.82,40.23,1.0,1.0,1.5,1.0,2.0,0.0,0,1,0
96,245,17,1691964260,6.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5.0,1,2,1.0,It's pretty good one to use and play ,1.0,0.0,1.0,0.0,0.0,1.0,6.0,Based on the game i made it ,-1.0,It's always based on how we select the pills and ways,0.0,0.0,1.0,0.0,1.0,1.0,5.0,Based on the video,1.0,The AI plays pretty well,0.0,0.0,1.0,0.0,1.0,1.0,6.0,pretty good ,4.0,4.0,4.0,5.0,,,,-1.0,-1.0,1.0,6.0,Based on the instructions i have done this,-1.0,-1.0,2.0,6.0,Player B would play better ,-1.0,-1.0,2.0,5.0,I think player B would play better,5.0,4.0,4.0,4.0,,,,20.0,244ba22d9,1570.68,82.27,69.13,156.56,57.15,109.53,30.57,24.85,-1.0,1.0,0.0,0.0,0.0,0.0,1,1,0
97,246,17,1996232861,4.0,1.0,,0.0,4.0,0.0,,,,,,,4.0,1,1,1.0,This AI agent was motivated to get the power pill as fast as possible. ,0.0,0.0,1.0,0.0,0.0,0.0,7.0,Most short clips was showing pacman going for the power pill.,1.0,"AI agent plays very safe, keeping his distance and not taking any chances. Not a risk taker.",1.0,0.0,0.0,0.0,0.0,0.0,6.0,"Like I said, agent was afraid to loose a life and was not taking any risk.",1.0,"Again, power pill and eating blue ghosts is a priority for this AI agent.",0.0,0.0,1.0,0.0,1.0,0.0,7.0,Agent was eating blue ghost and allowing blue ghost to touch him after he got a power pill.,4.0,3.0,4.0,4.0,,,ty,1.0,1.0,1.0,6.0,There was one clip on player B I didn't like - wasting time waiting for a ghost to touch him.,2.0,1.0,2.0,6.0,Agent A seemed like he didn't know what he was doing... like he didn't know the rules...,1.0,1.0,1.0,6.0,I guess A was more skillful... even tho it's the one wasting time waiting for the ghost to touch him...,4.0,3.0,3.0,4.0,,,ty,20.0,71ca22d9,868.61,63.15,69.23,133.7,132.79,92.08,99.88,72.65,0.0,1.0,-0.5,0.0,1.0,0.0,0,1,0
98,247,17,895906296,5.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0,6.0,4,1,2.0,"Appeared to be a defensive strategy, keeping distance from ghosts. Though it also spent time near the fruit payout area, so that might have been the agent's motivation.",1.0,0.0,0.0,0.0,0.0,1.0,5.0,"The extra time spent where there were no pills, away from ghosts, suggests a defensive strategy. Some of that time was near the fruit payoff area, so that might be motivation for dwelling where there are no pills to collect.",1.0,"Mostly dying and spawning, suggests no real strategy and poor game-play.",0.0,1.0,0.0,1.0,0.0,0.0,6.0,"There were no apparent winning strategies conveyed, so this agent may have been ill informed or playing with different goals.",1.0,This agent seemed to waste time covering ground with no points or target. Inefficient time spent in corner with no planned action.,0.0,0.0,1.0,1.0,0.0,0.0,6.0,"The frantic, though unsuccessful chase of blue ghosts, and the rapid reversal upon eating a power pill  suggests those as priorities.",4.0,2.0,3.0,3.0,,,,1.0,1.0,1.0,3.0,Player B missed some opportunities and wasted time undecided in a corner. While player A at least showed some ghost-eating motivation.,2.0,1.0,2.0,7.0,Agent B's clip showed many more ghost eyes (eaten ghosts) indicating a more aggressive game strategy.,1.0,2.0,1.0,6.0,"Player A appeared to ""save"" a power pill, and wait for blue ghosts to gather, where player B must have eaten a power pill at a less opportune time --blue ghosts were still in the central pen.",4.0,2.0,2.0,3.0,,,,20.0,107da22da,1657.62,135.93,321.72,173.56,246.34,142.09,167.89,211.13,0.0,1.0,0.5,0.0,0.5,1.0,0,1,0
100,249,17,1214452674,3.0,1.0,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0,5.0,7,2,1.0,None,1.0,0.0,1.0,0.0,0.0,1.0,6.0,I was confident to play the game.,1.0,This is very interesting game and the strategy is to escape the ghost.,1.0,0.0,1.0,0.0,0.0,1.0,7.0,I think i would like to play this game.,1.0,none,1.0,0.0,1.0,0.0,0.0,1.0,6.0,I have very confident to play the game.,4.0,5.0,4.0,4.0,,,None,1.0,1.0,2.0,7.0,I have to confident to play with B,1.0,1.0,2.0,6.0,I have to play very confident with player B,1.0,1.0,2.0,7.0,I have to confident to play with B,5.0,4.0,4.0,4.0,,,none,10.0,61ea22d9,725.11,54.52,37.95,105.03,38.08,41.46,62.32,26.75,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
101,250,17,1623276610,4.0,1.0,,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4.0,9,1,1.0,It looks like their strategy was just to eat pills and avoid ghosts.,1.0,1.0,0.0,0.0,0.0,0.0,2.0,"I didn't have much to go by, but it looked like pacman was just eating pills like normal. He wasn't near any ghosts or power pills.",2.0,Looks like there strategy was to eat the pills while keeping the ghosts at as much distance as possible.,1.0,1.0,0.0,0.0,0.0,0.0,2.0,There were a few times it looked like pacman went in reverse as a ghost was near.,1.0,Doesn't look like much of a strategy. Looks like the player was stuck at a few points in the game.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"I'm not at all confident. The player was in the same spot at different points in the video, so I couldn't really figure out their strategy.",1.0,1.0,5.0,1.0,,,,1.0,1.0,1.0,3.0,Player B spent lots of time not moving. That's valuable pill eating time wasted.,3.0,2.0,1.0,2.0,A seemed a little more defense of a player and tried avoiding ghosts.,2.0,2.0,2.0,2.0,"A died immediately the video started. It didn't look like they were trapped either, It looked like bad decision making on their part.",1.0,1.0,5.0,1.0,,,,40.0,37ea22d9,848.84,40.9,82.26,148.75,112.51,54.62,95.02,84.25,1.0,0.0,0.5,0.0,0.5,0.0,1,1,1
